title,author,isbn,category,totalCopies,availableCopies,publishedYear
A Woman Speaks,Anaïs Nin;Evelyn J. Hinz,0804006946,Literary Collections,100,100,1975
The 13th directorate,Barry Chubin,0804104557,Fiction,100,100,1989
The Killer Department,Robert Cullen,0804111642,"Insane, Criminal and dangerous",100,100,1993
Patty Jane's House of Curl,Lorna Landvik,0804114609,Fiction,100,100,1999
Tending Lives,Echo Heron,0804118213,Medical,100,100,1998
A Patchwork Planet,Anne Tyler,080411918X,Fiction,100,100,2001
Horse Heaven,Jane Smiley,0804119430,Fiction,100,100,2003
The Epic of Gilgamesh,Maureen Gallery Kovacs,0804717117,Literary Criticism,100,100,1989
The Consequences of Modernity,Anthony Giddens,0804718911,Social Science,100,100,1990
Taking God Out of Mathematics and Putting the Body Back in,Brian Rotman,0804721289,Philosophy,100,100,1993
"Human, All Too Human, I",Friedrich Wilhelm Nietzsche;Gary Handwerk,0804741719,Philosophy,100,100,2000
The Golden Country,Shusaku Endo;Shūsaku Endō,0804833370,Drama,100,100,2003
The Anatomy of Human Destructiveness,Erich Fromm,080501604X,Psychology,100,100,1992
Escape from Freedom,Erich Fromm,0805031499,Political Science,100,100,1994
Clown,Quentin Blake,0805059334,Juvenile Fiction,100,100,1998
Crime and Punishment in America,Elliott Currie,0805060162,Social Science,100,100,1998
The Magic Journey,John Nichols,0805063390,Fiction,100,100,2000
Robert Frost,Jay Parini,0805063412,Biography & Autobiography,100,100,2000
The Milagro Beanfield War,John Nichols,0805063749,Fiction,100,100,2000
Nickel and Dimed,Barbara Ehrenreich,0805063897,Business & Economics,100,100,2002
Eight Men Out,Eliot Asinof,0805065377,Sports & Recreation,100,100,2000
John Adams,John P. Diggins,0805069372,Biography & Autobiography,100,100,2003
Ulysses S. Grant,Josiah Bunting,0805069496,Biography & Autobiography,100,100,2004
You Come Too,Robert Frost,0805069852,Juvenile Nonfiction,100,100,2002
The Poetry of Robert Frost,Robert Frost,0805069860,Poetry,100,100,2002
Rosa,Nikki Giovanni,0805071067,Juvenile Nonfiction,100,100,2005
Media Unlimited,Todd Gitlin,0805072837,Social Science,100,100,2003
In Harm's Way,Doug Stanton,0805073663,History,100,100,2003
Shakespeare's Secret,Elise Broach,0805073876,Juvenile Fiction,100,100,2005
The Second World War,Martin Gilbert,0805076239,History,100,100,2004
The Nubian Prince,Juan Bonilla,0805077812,Fiction,100,100,2006
"The Historical Atlas of New York City, Second Edition",Eric Homberger,0805078428,History,100,100,2005
Messenger of Truth,Jacqueline Winspear,0805078983,Fiction,100,100,2006
Saint-Exupery,Stacy Schiff,0805079130,Biography & Autobiography,100,100,2006
The Black Cauldron,Lloyd Alexander,080508049X,Juvenile Fiction,100,100,2006
Taran Wanderer,Lloyd Alexander,0805080511,Juvenile Fiction,100,100,2006
The High King,Lloyd Alexander,080508052X,Juvenile Fiction,100,100,2006
The Foundling,Lloyd Alexander,0805080538,Juvenile Fiction,100,100,2006
Travels in the Scriptorium,Paul Auster,0805081453,Fiction,100,100,2007
The diaries of Franz Kafka,Franz Kafka;Max Brod,0805204245,Biography & Autobiography,100,100,1965
The diaries,Franz Kafka,0805209069,Biography & Autobiography,100,100,1988
"The Trial of God (as it was Held on February 25, 1649, in Shamgorod)",Elie Wiesel,0805210539,Fiction,100,100,1995
The Complete Stories,Franz Kafka,0805210555,Fiction,100,100,1995
"The Magic Orange Tree, and Other Haitian Folktales",Diane Wolkstein;Elsa Henriquez,0805210776,Fiction,100,100,1978
How to Be a Jewish Parent,Anita Diamant;Karen Kushner,0805211160,Family & Relationships,100,100,2000
The Zürau Aphorisms of Franz Kafka,Franz Kafka,0805212078,Philosophy,100,100,2006
Emma Lazarus,Esther H. Schor,0805242163,Biography & Autobiography,100,100,2006
The Origins of Totalitarianism,Hannah Arendt,0805242252,Philosophy,100,100,1951
The Anatomy Coloring Book,Wynn Kapit;Lawrence M. Elson,0805350861,Science,100,100,2002
Human Anatomy & Physiology,Elaine Nicpon Marieb;Katja Hoehn,0805359095,Medical,100,100,2007
Anatomy & Physiology Coloring Workbook,Elaine N. Marieb,0805372768,Medical,100,100,2004
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,0805390456,Science,100,100,2006
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,0805390472,Science,100,100,1963
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,0805390499,Science,100,100,1963
Watchmen on the Walls,Hannah Hurnard,0805413995,History,100,100,1998
Letters to Children,Clive Staples Lewis,0805420436,Religion,100,100,1985
Things Pondered,Beth Moore,0805427317,Religion,100,100,2004
Once Upon a Gulf Coast Summer,Susan Oliver,0805427775,Fiction,100,100,2004
Monkey Business,Marvin N. Olasky;John Perry,0805431578,Religion,100,100,2005
Writing the Qualitative Dissertation,Judith M. Meloy,0805832890,Education,100,100,2002
Ovid's Metamorphoses,Ovid,0806114568,Social Science,100,100,1972
Tibullus,Michael C. J. Putnam,0806115602,Foreign Language Study,100,100,1979
Warfare in the Classical World,John Gibson Warry,0806127945,History,100,100,1995
Ovid's Metamorphoses,Ovid,0806128941,Drama,100,100,1997
Regeneration Through Violence,Richard Slotkin,0806132299,Literary Criticism,100,100,2000
So Far from God,John S. D. Eisenhower,0806132795,History,100,100,2000
Selections from Homer's Iliad,Homer,0806133635,Literary Criticism,100,100,2001
The Broken Wings,Kahlil Gibran,0806501901,nan,100,100,1989
Existentialism and Human Emotions,Jean-Paul Sartre,0806509023,Philosophy,100,100,1985
Wizard,Marc J. Seifer,0806519606,Biography & Autobiography,100,100,1998
The Parrot Head Companion,Thomas Ryan,0806520159,Music,100,100,1998
The Minority Report,Philip K. Dick,0806521686,Fiction,100,100,1999
Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,0806523492,Cooking,100,100,2002
Vicars of Christ,Charles A. Coulombe,0806523700,Religion,100,100,2003
The Minority Report,Philip K. Dick,0806523794,Fiction,100,100,2002
The Complete Films of Alfred Hitchcock,Robert A. Harris;Michael S. Lasky,0806524278,Performing Arts,100,100,2002
Edward Lear,Edward Lear,0806930772,Juvenile Nonfiction,100,100,2001
Man's Search for Meaning,Viktor Emil Frankl,0807014265,Psychology,100,100,1992
Man's Search for Meaning,Viktor Emil Frankl,0807014273,Biography & Autobiography,100,100,2006
Lorca & Jiménez,Federico Garcia Lorca,0807062138,Literary Criticism,100,100,1997
The Poetics of Space,Gaston Bachelard,0807064734,Philosophy,100,100,1994
Art and Culture,Clement Greenberg,0807066818,Art,100,100,1961
You Can't be Neutral on a Moving Train,Howard Zinn,0807071277,Biography & Autobiography,100,100,2002
When the Rivers Run Dry,Fred Pearce,0807085731,Nature,100,100,2006
The Collected Poems of Robert Penn Warren,Robert Penn Warren;John Burt,0807123331,Poetry,100,100,1998
The Midnight Mystery (The Boxcar Children Mysteries #95),Gertrude Chandler Warner,080755538X,Juvenile Fiction,100,100,2003
When I Feel Angry,Cornelia Maude Spelman,0807588970,Juvenile Fiction,100,100,2000
A Persian requiem,Sīmīn Dānishvar,080761274X,Fiction,100,100,1992
Einstein's 1912 manuscript on the special theory of relativity,Albert Einstein,0807615323,Biography & Autobiography,100,100,2003
Jasmine and Stars,Fatemeh Keshavarz,0807831093,Literary Criticism,100,100,2007
Allusions in Ulysses,Weldon Thornton,0807840890,Literary Criticism,100,100,1982
The Scotch-Irish,James G. Leyburn,0807842591,History,100,100,1989
"The Creation of the American Republic, 1776-1787",Gordon S. Wood,0807847232,Political science,100,100,1998
The Transcendence of the Ego,Jean-Paul Sartre,0809015455,Philosophy,100,100,1957
The Weimar Republic,Detlev J. K. Peukert,0809015560,History,100,100,1993
Love You Until...,Lisa McCourt,0809166585,Religion,100,100,1999
Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,0809230410,Biography & Autobiography,100,100,1997
"What Life Was Like on the Banks of the Nile: Egypt, 3050-30 B.C.",Time-Life,0809493780,Egypt,100,100,1996
Manna from Heaven,Roger Zelazny;Steven Brust;Scott Zrubeck,0809530953,Fiction,100,100,2003
Toast,Charles Stross,0809556030,Comics & Graphic Novels,100,100,2005
Anna Karenina,Leo Nikolayevich Tolstoy;Leo Tolstoy;Constance Garnett,0809596814,Fiction,100,100,2004
"Billy Budd, Sailor and Other Uncompleted Writings",Herman Melville,0810111136,Fiction,100,100,2017
The Chain of Chance,Stanisław Lem,0810117304,Literary Criticism,100,100,2000
His Master's Voice,Stanisław Lem,0810117312,Fiction,100,100,1999
A Perfect Vacuum,Stanisław Lem,0810117339,Fiction,100,100,1999
The Phenomenon of Life,Hans Jonas;Eleonore Jonas,0810117495,Philosophy,100,100,2001
Lewis Carroll's Jabberwocky,Graeme Base,0810935201,Juvenile Nonfiction,100,100,1996
The Lighthouse Land,Adrian McKinty,081095480X,Juvenile Fiction,100,100,2006
Babar's World Tour,Laurent de Brunhoff,0810957809,Juvenile Fiction,100,100,2005
Ruby Gloom's Guide to Friendship,Mighty Fine Inc.,0810958627,Juvenile Nonfiction,100,100,2005
The Beatles,Simon Wells,0810959119,Performing Arts,100,100,2005
Creating the Worlds of Star Wars,John Knoll;J. W. Rinzler,0810959364,Performing Arts,100,100,2005
The Art of Maurice Sendak,Selma G. Lanes,0810980630,Biography & Autobiography,100,100,1998
National Geographic Society,C. D.B. Bryan,0810982196,Photography,100,100,2001
The Boy Who Couldn't Die,William Sleator,0810987902,Juvenile Fiction,100,100,2005
Pink Box,Joan Sinclair,0810992590,Art,100,100,2006
"Paris Spleen, 1869",Charles Baudelaire;Charles Pierre Baudelaire,0811200078,Poetry,100,100,1970
The Berlin Stories,Christopher Isherwood,0811200701,Fiction,100,100,1963
The Air-conditioned Nightmare,Henry Miller,0811201066,Fiction,100,100,1970
"Mémoires, Plaidoiries Et Documents",Henry Miller,0811201082,Biography & Autobiography,100,100,1969
Henry Miller on Writing,Henry Miller,0811201120,Literary Criticism,100,100,1964
The Collected Poems of Wilfred Owen,Wilfred Owen,0811201325,Poetry,100,100,1965
Safe Conduct,Boris Leonidovich Pasternak,081120135X,Biography & Autobiography,100,100,1958
The Flight of Icarus,Raymond Queneau,0811204839,Fiction,100,100,1973
Turtle Island,Gary Snyder,0811205460,Poetry,100,100,1974
Selected Poems,Octavio Paz;G. Aroul,0811208990,Poetry,100,100,1984
Seven Nights,Jorge Luis Borges,0811209059,Literary Collections,100,100,1984
The Blue Flowers,Raymond Queneau,0811209458,Poetry,100,100,1985
"The Collected Poems of Octavio Paz, 1957-1987",Octavio Paz,0811211738,Poetry,100,100,1991
The Crack-up,Francis Scott Fitzgerald,0811212475,Literary Collections,100,100,1993
Deep River,Shūsaku Endō,081121320X,Fiction,100,100,1996
The Samurai,Shūsaku Endō,0811213463,Fiction,100,100,1997
"The Daring Young Man on the Flying Trapeze, and Other Stories",William Saroyan,081121365X,Fiction,100,100,1997
In Search of Duende,Federico García Lorca;Norman Thomas Di Giovanni,0811213765,Poetry,100,100,1998
Everything and Nothing,Jorge Luis Borges,0811214001,Literary Collections,100,100,1999
The Red Notebook,Paul Auster,0811214982,Fiction,100,100,2002
Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,081121592X,Fiction,100,100,2005
The Selected Poems of Federico García Lorca,Federico García Lorca,0811216225,Poetry,100,100,2005
October Light,John Gardner,0811216373,Fiction,100,100,2005
Laughter in the Dark,Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville,0811216748,Fiction,100,100,1960
Wookiee Cookies,Robin Davis,0811821846,Cooking,100,100,1998
The Campfire Collection,Eric Martin,0811824543,Fiction,100,100,2000
The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,0811828034,Cooking,100,100,2000
Stylepedia,Steven Heller;Louise Fili,0811833461,Art,100,100,2006
Chicago Stories,John Miller;Genevieve Morgan,0811839745,Fiction,100,100,2003
The Star Wars Poster Book,Stephen Sansweet;Peter Vilmur,0811848833,Performing Arts,100,100,2005
Vincent's Colors,"Metropolitan Museum of Art (New York, N.Y.)",0811850994,Juvenile Nonfiction,100,100,2005
I Am 8-bit,Jon M. Gibson,0811853195,Art,100,100,2006
Edie,Melissa Painter;David Weisman,0811855260,Biography & Autobiography,100,100,2006
Chaucer's Canterbury Tales (Selected),Geoffrey Chaucer;Vincent F. Hopper,0812000390,Literary Collections,100,100,1977
"Twelfth Night, Or, What You Will",William Shakespeare,0812036042,Drama,100,100,1985
Forms of Talk,Erving Goffman,081221112X,Language Arts & Disciplines,100,100,1981
"Aeschylus, 1",Aeschylus,081221627X,Drama,100,100,1998
"Euripides, 3",Euripides,0812216504,Drama,100,100,1998
"Aeschylus, 2",Aeschylus,0812216717,Drama,100,100,1998
The Negro,W. E. B. Du Bois,0812217756,History,100,100,2001
Aristophanes: The Acharnians,Smith Palmer Bovie;David R. Slavitt,0812234561,Greek drama (Comedy),100,100,1901
Lord of the Flies,William Golding,0812416112,Fiction,100,100,1959
The Last Castle,Jack Vance;Robert Silverberg,0812501942,Fiction,100,100,1989
The Invisible Man,H. G. Wells,0812504674,Fiction,100,100,1992
The Last Book of Swords: Shieldbreaker's Story,Fred Saberhagen,0812505778,Fiction,100,100,1995
Pastwatch,Orson Scott Card,0812508645,Fiction,100,100,1997
The Medusa in the Shield,David G. Hartwell,0812509668,Fiction,100,100,1991
A Fabulous Formless Darkness,David G. Hartwell,0812509676,Fiction,100,100,1992
The Sixth Book of Lost Swords,Fred Saberhagen,0812511182,Fiction,100,100,1991
The Shadow Rising,Robert Jordan,0812513738,Fiction,100,100,1993
Lord of Chaos,Robert Jordan,0812513754,Fiction,100,100,1995
Hart's Hope,Orson Scott Card,0812521358,Fiction,100,100,1988
An Armory of Swords,Fred Saberhagen,0812522834,Fiction,100,100,1996
Red Prophet,Orson Scott Card,0812524268,Fiction,100,100,1988
Anthonology,Piers Anthony,0812531140,Fiction,100,100,1986
Orion,Ben Bova,0812532473,Fiction,100,100,1992
The Call of Earth,Orson Scott Card,0812532619,Fiction,100,100,1994
The Ships of Earth,Orson Scott Card,0812532635,Fiction,100,100,1995
A Meeting with Medusa,Kim Stanley Robinson;Arthur Charles Clarke,0812533623,Fiction,100,100,1988
Demons Don't Dream,Piers Anthony,0812534832,Fiction,100,100,1994
Roc and a Hard Place,Piers Anthony,0812534867,Fiction,100,100,1996
Seminole Song,Vella Munn,0812538838,Fiction,100,100,1998
A Crown of Swords,Robert Jordan,0812550285,Fiction,100,100,1997
Drum Calls,Jo Clayton,0812551230,Fiction,100,100,1998
Blood of the Fold,Terry Goodkind,0812551478,Fiction,100,100,1997
The Fourth Book of Lost Swords,Fred Saberhagen,0812552849,Fiction,100,100,1990
Yon Ill Wind,Piers Anthony,0812555104,Fiction,100,100,1997
A Quantum Murder,Peter F. Hamilton,0812555244,Fiction,100,100,1998
Shadow of the Hegemon,Orson Scott Card,0812565959,Fiction,100,100,2001
The Dastard,Piers Anthony,0812574737,Fiction,100,100,2001
Swell Foop,Piers Anthony,0812574745,Fiction,100,100,2002
Vale of the Vole,Piers Anthony,0812574966,Fiction,100,100,2000
Up In a Heaval,Piers Anthony,0812574990,Fiction,100,100,2003
Legends,George R. R. Martin;Anne McCaffrey,0812575237,Fiction,100,100,1999
Winter's Heart,Robert Jordan,081257558X,Fiction,100,100,2002
The Sword of Truth,Terry Goodkind,0812575601,Fiction,100,100,1998
Knife of Dreams,Robert Jordan,0812577566,Fiction,100,100,2006
The Gate of Fire,Thomas Harlan,0812590104,Fiction,100,100,2001
Ariadne's Web,Fred Saberhagen,0812590465,Fiction,100,100,2001
Mindstar Rising,Peter F. Hamilton,0812590562,Fiction,100,100,1997
The Simpsons and Philosophy,William Irwin;Mark T. Conard;Aeon J. Skoble,0812694333,Performing Arts,100,100,2001
Woody Allen and Philosophy,Mark T. Conard;Aeon J. Skoble,0812694538,Performing Arts,100,100,2004
Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,0812694554,Fiction,100,100,2004
Buffy the Vampire Slayer and Philosophy,James B. South,0812695313,Performing Arts,100,100,2003
The Lord of the Rings and Philosophy,Gregory Bassham;Eric Bronson,0812695453,Literary Criticism,100,100,2003
Superheroes and Philosophy,Thomas V. Morris;Matt Morris;William Irwin,0812695739,Comics & Graphic Novels,100,100,2005
Star Wars and Philosophy,Kevin S. Decker;William Irwin;Jason T. Eberl,0812695836,Performing Arts,100,100,2005
The Undead and Philosophy,Richard Greene;K. Silem Mohammad,0812696018,Philosophy,100,100,2006
The Beatles and Philosophy,Michael Baur;Steven Baur,0812696069,Philosophy,100,100,2006
Bullshit and Philosophy,Gary L. Hardcastle;George A. Reisch,0812696115,Family & Relationships,100,100,2006
The Little Baby Snoogle-Fleejer,Jimmy Carter,0812927311,Friendship,100,100,1995
Random House Crossword Megaomnibus,United Feature Syndication,081292763X,Games,100,100,1997
Living Faith,Jimmy Carter,0812930347,Religion,100,100,1998
Theodore Rex,Edmund Morris,0812966007,Biography & Autobiography,100,100,2002
Islam,Karen Armstrong,081296618X,Religion,100,100,2002
King Solomon's Mines,Henry Rider Haggard;James Danly,0812966295,Fiction,100,100,2002
A Working Stiff's Manifesto,Iain Levison,0812967941,Biography & Autobiography,100,100,2003
Funny in Farsi,Firoozeh Dumas,0812968379,Biography & Autobiography,100,100,2004
The Birth of Venus,Sarah Dunant,0812968972,Fiction,100,100,2004
The Knight Of Maison-Rouge,Alexandre Dumas,0812969634,Fiction,100,100,2004
A War Like No Other,Victor Davis Hanson,0812969707,History,100,100,2006
Selected Stories of H.G. Wells,Herbert George Wells,0812970756,Fiction,100,100,2004
Reading Lolita in Tehran,Azar Nafisi,081297106X,Biography & Autobiography,100,100,2004
Kim,Rudyard Kipling,0812971345,Fiction,100,100,2004
Color,Victoria Finlay,0812971426,Art,100,100,2004
Rendezvous in Black,Cornell Woolrich,0812971450,Fiction,100,100,2004
No God But God,Reza Aslan,0812971892,Religion,100,100,2006
The Ox-Bow Incident,Walter Van Tilburg Clark,0812972589,Fiction,100,100,2004
Mountains Beyond Mountains,Tracy Kidder,0812973011,Biography & Autobiography,100,100,2004
Caribbean,James Albert Michener,0812974921,Fiction,100,100,2005
The Cossacks,Leo Tolstoy,0812975049,Fiction,100,100,2006
Fooled By Randomness,Nassim Taleb,0812975219,Business & Economics,100,100,2005
Summer Crossing,Truman Capote;Alan U. Schwartz,0812975936,Fiction,100,100,2006
The Alienist,Caleb Carr,0812976142,Fiction,100,100,2006
The March,E. L. Doctorow,0812976150,Fiction,100,100,2006
Wonderland,Joyce Carol Oates,081297655X,Fiction,100,100,2006
The Gospel of the Flying Spaghetti Monster,Bobby Henderson,0812976568,Humor,100,100,2006
Holding on to the Air,Suzanne Farrell;Toni Bentley,0813025931,Biography & Autobiography,100,100,2002
Winter Season,Toni Bentley,0813027055,Biography & Autobiography,100,100,2003
The Cave,Robert Penn Warren,0813191556,Fiction,100,100,1959
The Story of Avis,Elizabeth Stuart Phelps;Carol Farley Kessler,0813510996,Biography & Autobiography,100,100,1985
Echoes of the Marseillaise,Eric J. Hobsbawm,0813515246,History,100,100,1990
Moods,Louisa May Alcott,0813516706,Fiction,100,100,1991
Daughters of Decadence,Elaine Showalter,0813520185,Social Science,100,100,1993
Girls who Wore Black,Ronna Johnson;Nancy McCampbell Grace,0813530652,Literary Criticism,100,100,2002
Latin Via Ovid,Norma Goldman;Jacob E. Nyenhuis,0814317324,Foreign Language Study,100,100,1982
Practice! Practice!,Norma Goldman;Michael Rossi,0814326110,Education,100,100,1995
The Gramsci Reader,Antonio Gramsci,0814727018,Philosophy,100,100,2000
Cold Counsel,Sarah M. Anderson;Karen Swenson,0815319665,Literary Criticism,100,100,2002
George Eliot,Kathryn Hughes,0815411219,Biography & Autobiography,100,100,2001
Marilyn Monroe,Donald Spoto,0815411839,Biography & Autobiography,100,100,1993
Temptations,Otis Williams;Patricia Romanowski;Patricia Romanowski Bashe,0815412185,Biography & Autobiography,100,100,2002
"Edgar Allan Poe, A to Z",Dawn B. Sova;Branko·Sou閏ek,081604161X,Biography & Autobiography,100,100,2001
Blindness and Insight,Paul de DeMan,0816611351,nan,100,100,1995
Christopher and His Kind,Christopher Isherwood,0816638632,Biography & Autobiography,100,100,2001
The Condor and the Cows,Christopher Isherwood,0816639825,Biography & Autobiography,100,100,2003
Filth,William A. Cohen,0816643008,History,100,100,2005
The Man who Tricked a Ghost,Laurence Yep,081673030X,Juvenile Nonfiction,100,100,1993
You Can Never Go Home Again,Dyan Sheldon,081673691X,Divorce,100,100,1995
Crackup,Len Morgan,0816845131,Aircraft accidents,100,100,1969
Notebook of a Return to the Native Land,Aimé Césaire;Clayton Eshleman;Annette Smith,0819564524,Literary Criticism,100,100,2001
Robert Penn Warren's All the King's Men,Robert Penn Warren,0820320978,Performing Arts,100,100,2000
Odes to Common Things,Pablo Neruda,0821220802,Poetry,100,100,1994
The Camera,Ansel Adams,0821221841,Photography,100,100,1995
The Negative,Ansel Adams,0821221868,Photography,100,100,1995
The Print,Ansel Adams,0821221876,Photography,100,100,1995
Final Rain,Jerry Ahern,0821726846,Fiction,100,100,1989
Bright Star's Promise,Karen A. Bale,0821746219,Fiction,100,100,1994
A Devilish Dilemma,Judith Lansdowne,0821758268,Fiction,100,100,1998
Prince of Magic,Anne Stuart,082176053X,Fiction,100,100,1998
My Lord Eternity,Debbie Raleigh,0821775502,Fiction,100,100,2003
See how She Dies,Lisa Jackson,0821776053,Fiction,100,100,2004
This Christmas,Jane Green;Jennifer Coburn;Liz Ireland,0821778064,Fiction,100,100,2005
My Wicked Pirate,Rona Sharon,0821780573,Fiction,100,100,2006
CliffsNotes on Shakespeare's King Henry IV,James K. Lowers,0822000237,Literary Criticism,100,100,1971
CliffsNotes on Shakeapeare's Twelfth Night,J. L. Roberts,0822000946,Literary Criticism,100,100,1960
All the King's Men,L. David Allen;Robert H. Lynn,0822001462,Literary Criticism,100,100,1963
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,0822001837,Literary Criticism,100,100,1965
Cliffs notes on Faulkner's As I lay dying,James L. Roberts,0822002108,Literary Criticism,100,100,1969
CliffsNotes on Wright's Black Boy,Carl Senna,0822002426,Literary Criticism,100,100,1971
CliffsNotes on Voltaire's Candide,Francois Marie Arouet;James K. Lowers,0822002833,Literary Criticism,100,100,1965
CliffsNotes on Heller's Catch-22,C. A. Peek,0822002965,Literary Criticism,100,100,1976
CliffsNotes on Euripides' Medea & Electra,Robert J. Milch,0822004240,Drama,100,100,1965
CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire,James L. Roberts,0822005336,Literary Criticism,100,100,1965
CliffsNotes on Flaubert's Madame Bovary,James L. Roberts,0822007800,Literary Criticism,100,100,1964
Middlemarch,Brian Johnston;Mary Ellen Snodgrass,0822008254,Study Aids,100,100,1967
CliffsNotes on Wiesel's Night,Maryam Riess,0822008939,Literary Criticism,100,100,1996
CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,0822011085,Literary Criticism,100,100,1992
CliffsNotes on Faulkner's The Sound and the Fury,James L. Roberts,0822012197,Literary Criticism,100,100,1963
CliffsNotes on Hemingway's The Sun Also Rises,Gary Carey,0822012375,Literary Criticism,100,100,1968
"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,0822013541,Study Aids,100,100,1980
The Heidi Chronicles,Wendy Wasserstein,0822205106,Literary Criticism,100,100,1990
Four Baboons Adoring the Sun,John Guare,0822210347,Drama,100,100,1995
A Streetcar Named Desire,Tennessee Williams,0822210894,Drama,100,100,1953
Having Our Say,Emily Mann;Sarah Louise Delany,0822215020,Drama,100,100,1996
"The Santaland Diaries ; And, Season's Greetings",David Sedaris,0822216310,Performing Arts,100,100,1998
The Diary of Anne Frank,Frances Goodrich;Albert Hackett;Wendy Ann Kesselman,082221718X,Drama,100,100,2000
Wonder of the World,David Lindsay-Abaire,0822218631,Drama,100,100,2003
An Adult Evening of Shel Silverstein,Shel Silverstein,0822218739,Drama,100,100,2003
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,082221900X,Drama,100,100,2001
Gunslinger,Edward Dorn,0822309327,Fiction,100,100,1989
Immigrant Acts,Lisa Lowe,0822318644,Social Science,100,100,1996
Photography's Other Histories,Christopher Pinney;Nicolas Peterson;Nicholas Thomas,0822331136,Photography,100,100,2003
Nikola Tesla,Carol Dommermuth-Costa,0822549204,Technology & Engineering,100,100,1994
Oprah Winfrey,Katherine E. Krohn,0822550008,Juvenile Nonfiction,100,100,2002
Barack Obama,Marlene Targ Brill,0822560569,Juvenile Nonfiction,100,100,2006
The Classical Drawing Atelier,Juliette Aristides,0823006573,Art,100,100,2006
Freaks!,Steve Miller,0823016625,Art,100,100,2004
The Munsters,Stephen Cox,0823078949,Performing Arts,100,100,2006
Patrick,Tomie DePaola,0823410773,Juvenile Nonfiction,100,100,1992
In the Name of Jesus,Henri J. M. Nouwen,0824512596,Religion,100,100,1992
Life of the Beloved,Henri J. M. Nouwen,0824519868,Religion,100,100,2002
Save the Date,Jason King;Donna Freitas,0824521234,Religion,100,100,2003
Huxley and God,Aldous Huxley,0824522524,Religion,100,100,2003
Reinventing Jesus,J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace,082542982X,Religion,100,100,2006
Quito 1599,Kris E. Lane,082632357X,History,100,100,2002
Art of Being,Erich Fromm,0826406734,Philosophy,100,100,1994
"Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing",Peter Demetz,0826407072,Literary Criticism,100,100,1991
The Art of Listening,Erich Fromm,0826411320,Philosophy,100,100,1998
Guerilla Film Makers Movie Blueprint,Chris Jones,0826414532,Social Science,100,100,2003
Don DeLillo's White Noise,Leonard Orr,0826414745,Literary Criticism,100,100,2003
Gabriel Garcia Marquez's Love in the Time of Cholera,Tom Fahy,0826414753,Literary Criticism,100,100,2003
David Foster Wallace's Infinite Jest,Stephen Burn,082641477X,Literary Criticism,100,100,2003
Anita Diamant's The Red Tent,Ann Finding,0826415741,Literary Criticism,100,100,2004
Beyond the Chains of Illusion,Erich Fromm;Rainer Funk,082641897X,Philosophy,100,100,2006
JK Rowling's Harry Potter Novels,Philip Nel,0826452329,Literary Criticism,100,100,2001
Arundhati Roy's The God of Small Things,Julie Mullaney,0826453279,Literary Criticism,100,100,2002
History of Philosophy Volume 1,Frederick Copleston,0826468950,Philosophy,100,100,2003
Culture of Fear Revisited,Frank Furedi,0826493955,Social Science,100,100,2006
Cervantes in Algiers,María Antonia Garcés,0826514707,Health & Fitness,100,100,2005
Helena,Evelyn Waugh,082942122X,Fiction,100,100,2005
Too Busy Not to Pray,Bill Hybels;LaVonne Neff,0830819711,Religion,100,100,1998
The Nature of the Atonement,James K. Beilby;Paul R. Eddy,0830825703,Religion,100,100,2006
Original Sin,Henri Blocher,083082605X,Religion,100,100,2000
The Cross from a Distance,Peter G. Bolt,083082619X,Religion,100,100,2004
Courageous Faith Through the Year,Bill Hybels,0830832947,Religion,100,100,2004
Beyond the Postmodern Mind,Huston Smith,0835608301,Philosophy,100,100,2003
Mandala,Judith Cornell,0835608476,"Body, Mind & Spirit",100,100,2006
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,0836204387,Humor,100,100,1995
The Days Are Just Packed,Bill Watterson,0836217357,Humor,100,100,1993
Homicidal Psycho Jungle Cat,Bill Watterson,0836217691,Humor,100,100,1994
The Essential Calvin And Hobbes,Bill Watterson,0836218051,Comics & Graphic Novels,100,100,1988
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,0836218523,Humor,100,100,1989
It's a Magical World,Bill Watterson,0836221362,Humor,100,100,1996
Mary Engelbreit's Home Companion,Mary Engelbreit,0836246217,Crafts & Hobbies,100,100,1994
